@relation 'APFNBTraining-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16'

@attribute E30 numeric
@attribute E60 numeric
@attribute E90 numeric
@attribute E+90 numeric
@attribute MoraMaxima numeric
@attribute ESTRATO {1,2,3,4,5,6}
@attribute DeudaCorrienteNoVencida numeric
@attribute DeudaCorrienteVencida numeric
@attribute SaldoDiferido numeric
@attribute CantHistoriaRefi numeric
@attribute CantRefiUltimoAño numeric
@attribute Vetado {0,1}
@attribute Refinanciado {0,1}
@attribute NumeroSuspensiones numeric
@attribute NumeroReconexiones numeric
@attribute 90 {0,1}

@data
8,0,0,0,26,2,98596,97548,1479691,0,0,0,0,0,0,0
1,0,0,0,30,1,127103,126345,1958888,0,0,0,0,0,0,0
1,0,0,0,3,2,0,59103,2435950,5,1,0,1,0,0,0
10,0,0,0,26,1,123774,169233,2486732,0,0,0,0,0,0,0
1,0,0,0,24,2,97229,96476,1410589,0,0,0,0,0,0,0
9,0,0,0,18,2,0,45073,128933,2,0,0,1,0,0,0
11,0,0,0,26,2,173204,172179,2317578,0,0,0,0,0,0,0
4,0,0,0,20,3,49050,49315,351322,0,0,0,0,0,0,0
6,2,2,0,68,2,0,78683,2925492,4,2,1,1,0,0,0
1,0,0,0,24,2,96427,96299,1082185,0,0,0,0,0,0,0
9,0,0,0,13,2,0,75998,145201,0,0,0,0,0,0,0
5,2,0,0,47,2,0,17706,248705,5,0,0,1,0,0,0
13,0,0,0,26,2,60913,60773,1205195,0,0,0,0,0,0,0
12,0,0,0,10,3,0,68441,1168812,0,0,0,0,0,0,0
5,2,1,1,105,1,0,29239,974302,2,1,0,1,0,0,0
8,0,0,0,26,2,127665,126810,2091002,0,0,0,0,0,0,0
3,0,0,0,22,2,81680,81469,652668,0,0,0,0,0,0,0
5,3,1,0,73,1,0,67345,2351502,4,1,0,1,0,0,0
8,0,0,0,26,1,53882,53715,151626,0,0,0,0,0,0,0
4,0,0,0,8,2,0,63526,352485,0,0,0,0,0,0,0
5,0,1,0,74,2,0,20775,236753,2,1,0,1,0,0,0
12,0,0,0,26,1,122942,123185,344263,0,0,0,0,0,0,0
5,6,0,0,50,1,0,49928,5400216,0,0,0,0,0,0,0
3,6,2,1,99,1,0,36022,1203658,6,0,0,1,0,0,0
3,0,0,0,26,1,126409,126313,2396771,0,0,0,0,0,0,0
5,2,0,0,51,1,48961,48451,183113,0,0,0,0,0,0,0
3,0,0,0,25,1,109878,110833,2102572,0,0,0,0,0,0,0
5,0,0,0,25,2,75635,75858,283701,0,0,0,0,0,0,0
10,0,0,0,26,2,102237,103259,558911,0,0,0,0,0,0,0
3,0,0,0,27,1,88982,89359,570475,0,0,0,0,0,0,0
6,1,0,0,52,1,164095,165827,608259,0,0,0,0,0,0,0
7,4,1,0,68,2,0,71250,1032959,0,0,0,0,0,0,0
4,0,0,0,25,1,39965,40091,349757,0,0,0,0,0,0,0
5,3,0,0,56,1,111456,111952,1904293,0,0,0,0,0,0,0
6,0,0,0,26,1,73509,73787,1408300,0,0,0,0,0,0,0
2,0,0,0,4,1,0,103746,3318625,0,0,0,0,0,0,0
9,0,0,0,24,3,139899,140026,1246531,0,0,0,0,0,0,0
3,1,0,0,35,1,0,121527,1845083,0,0,0,0,0,0,0
6,0,0,0,23,1,88930,88730,848655,0,0,0,0,0,0,0
9,0,0,0,15,2,0,23659,0,0,0,0,0,0,0,0
1,0,0,0,20,1,112116,112092,2401681,0,0,0,0,0,0,0
9,0,0,0,17,3,0,185914,2303638,0,0,0,0,0,0,0
2,0,0,0,22,2,139510,139998,2242762,0,0,0,0,0,0,0
12,1,0,0,39,2,0,79215,864744,0,0,0,0,0,0,0
5,0,0,0,22,1,60063,60016,380780,0,0,0,0,0,0,0
4,0,0,0,23,2,74757,75119,1814872,0,0,0,0,0,0,0
5,0,0,0,23,1,122965,123018,2701680,0,0,0,0,0,0,0
13,0,0,0,8,3,0,146492,1403590,0,0,0,0,0,0,0
12,0,0,0,23,3,41558,41339,116456,0,0,0,0,0,0,0
6,2,0,0,50,3,76167,76324,726846,0,0,0,0,0,0,0
5,0,0,0,23,4,99454,98875,872052,0,0,0,0,0,0,0
9,1,0,0,50,3,140956,141045,641921,0,0,0,0,0,0,0
12,0,0,0,29,1,165623,165489,1824491,0,0,0,0,0,0,0
3,0,0,0,29,3,152444,151980,1982776,0,0,0,0,0,0,0
12,0,0,0,29,2,40529,40226,657142,0,0,0,0,0,0,0
6,0,0,0,29,2,111898,111566,510485,0,0,0,0,0,0,0
3,0,0,0,20,1,108643,108935,2509641,0,0,0,0,0,0,0
5,0,0,0,20,1,71634,71553,2196832,0,0,0,0,0,0,0
13,0,0,0,22,1,39062,39078,704464,0,0,0,0,0,0,0
11,0,0,0,22,1,127452,127022,680353,0,0,0,0,0,0,0
4,0,0,0,20,1,98847,99182,2927110,0,0,0,0,0,0,0
10,0,0,0,22,1,124475,96828,3342719,0,0,0,0,0,0,0
9,1,0,0,51,1,106251,105660,1170895,0,0,0,0,0,0,0
7,2,0,0,48,1,185727,190698,1176551,0,0,0,0,0,0,0
9,2,0,0,52,1,192394,192872,1889841,0,0,0,0,0,0,0
1,0,0,0,19,1,134537,134351,622155,0,0,0,0,0,0,0
3,1,0,0,51,1,103016,102570,902675,0,0,0,0,0,0,0
2,0,0,0,19,1,129486,129789,1318841,0,0,0,0,0,0,0
13,0,0,0,22,1,168411,168169,374510,0,0,0,0,0,0,0
13,0,0,0,26,2,94714,94169,178455,0,0,0,0,0,0,0
2,0,0,0,24,3,182496,179369,343850,0,0,0,0,0,0,0
10,0,0,0,26,3,76922,76679,0,0,0,0,0,0,0,0
5,1,0,0,57,1,120505,122099,230873,0,0,0,0,0,0,0
1,0,0,0,24,2,30103,29919,29159,0,0,0,0,0,0,0
9,0,0,0,26,2,69681,69323,131371,0,0,0,0,0,0,0
8,2,0,0,50,3,195833,194919,184717,0,0,0,0,0,0,0
13,0,0,0,23,3,33422,33380,32079,0,0,0,0,0,0,0
13,0,0,0,23,1,41171,41128,77927,0,0,0,0,0,0,0
13,0,0,0,29,1,147289,146809,141010,0,0,0,0,0,0,0
4,0,0,0,25,1,166289,166953,0,0,0,0,0,0,0,0
13,0,0,0,26,2,44733,44752,42671,0,0,0,0,0,0,0
10,0,0,0,22,1,115756,115393,219362,0,0,0,0,0,0,0
5,1,1,0,90,1,84246,84134,2313740,1,1,0,1,0,0,0
8,1,1,0,82,1,34113,33942,187161,1,1,0,1,0,0,0
4,0,0,0,26,1,44076,43636,589468,1,0,0,1,0,0,0
2,0,0,0,16,2,143103,142802,2258675,1,0,0,0,0,0,0
2,0,0,0,17,2,285249,284517,1814179,1,0,0,0,0,0,0
6,1,0,0,53,1,30677,30565,856917,1,0,0,1,0,0,0
10,0,0,0,29,2,52439,52351,1447608,1,0,0,1,0,0,0
8,1,0,0,48,1,23424,23325,703726,1,0,0,1,0,0,0
4,1,1,0,83,1,47809,47913,1622046,1,1,0,1,0,0,0
8,3,0,0,57,4,101809,100895,3480593,1,1,0,1,0,0,0
4,0,0,0,27,2,33826,33745,214587,1,0,0,1,0,0,0
7,2,0,0,49,1,45207,44988,1260931,1,0,0,1,0,0,0
6,1,1,0,87,1,90871,90663,1350379,1,1,0,1,0,0,0
8,2,0,0,57,1,71455,72123,694595,1,0,0,0,0,0,0
8,0,0,0,21,1,49255,49278,1345267,1,0,0,1,0,0,0
4,3,1,0,90,1,119009,117379,1823532,1,1,0,1,0,0,0
2,0,0,0,10,1,0,74355,1166509,0,0,0,0,0,0,0
2,0,0,0,12,2,0,53646,744437,0,0,0,0,0,0,0
9,1,0,0,45,2,0,46820,574454,0,0,0,0,0,0,0
11,0,0,0,9,2,0,148239,2451015,0,0,0,0,0,0,0
5,2,0,0,38,2,0,70216,1431734,0,0,0,0,0,0,0
8,1,0,0,38,1,0,189465,2390203,0,0,0,0,0,0,0
8,0,0,0,17,3,0,75644,285681,0,0,0,0,0,0,0
8,1,0,0,48,3,0,62940,177399,0,0,0,0,0,0,0
1,0,0,0,15,3,0,18315,174594,0,0,0,0,0,0,0
6,1,0,0,38,2,0,134454,1769179,0,0,0,0,0,0,0
4,0,0,0,9,2,0,70817,1173201,0,0,0,0,0,0,0
1,0,0,0,9,2,0,19480,73624,0,0,0,0,0,0,0
6,0,0,0,10,2,0,111728,1007161,0,0,0,0,0,0,0
4,0,0,0,9,2,0,70851,1117776,0,0,0,0,0,0,0
1,0,0,0,13,3,0,180239,832042,0,0,0,0,0,0,0
7,2,0,0,44,2,0,96706,1404347,0,0,0,0,0,0,0
11,0,0,0,14,2,0,52548,73032,0,0,0,0,0,0,0
3,1,0,0,35,1,0,65425,1891434,0,0,0,0,0,0,0
9,2,0,0,37,1,0,101368,0,0,0,0,0,0,0,0
6,0,0,0,8,1,0,59454,785907,0,0,0,0,0,0,0
7,4,0,0,37,1,0,146333,920189,0,0,0,0,0,0,0
3,0,0,0,8,1,0,86381,2950371,0,0,0,0,0,0,0
5,1,0,0,36,1,0,25699,141836,0,0,0,0,0,0,0
5,0,0,0,8,1,0,87650,1501576,0,0,0,0,0,0,0
10,0,0,0,8,1,0,82825,311569,0,0,0,0,0,0,0
7,3,0,0,37,1,0,58594,1342412,0,0,0,0,0,0,0
2,0,0,0,15,2,0,191565,1294861,0,0,0,0,0,0,0
5,0,0,0,19,2,0,81922,2383736,0,0,0,0,0,0,0
5,0,0,0,15,3,0,228472,1698985,0,0,0,0,0,0,0
2,0,0,0,8,1,0,55375,208569,0,0,0,0,0,0,0
2,0,0,0,5,1,0,66541,309629,0,0,0,0,0,0,0
1,0,0,0,5,1,0,140891,2414328,0,0,0,0,0,0,0
1,0,0,0,5,1,0,110634,1892781,0,0,0,0,0,0,0
5,0,0,0,15,3,0,117320,334841,0,0,0,0,0,0,0
9,3,0,0,33,2,0,123928,2799704,0,0,0,0,0,0,0
8,0,0,0,24,2,99368,99203,1370323,0,0,0,0,0,0,0
9,1,0,0,48,2,0,227581,855527,0,0,0,0,0,0,0
1,0,0,0,15,2,0,147371,2608913,0,0,0,0,0,0,0
2,0,0,0,11,2,0,61159,537326,0,0,0,0,0,0,0
1,0,0,0,15,2,0,179253,676995,0,0,0,0,0,0,0
8,2,0,0,36,2,0,97496,1483080,0,0,0,0,0,0,0
5,2,0,0,37,1,0,59347,903319,0,0,0,0,0,0,0
10,0,0,0,13,1,0,95876,2132566,0,0,0,0,0,0,0
7,0,0,0,17,1,0,104185,1068687,0,0,0,0,0,0,0
1,0,0,0,9,1,0,18358,584238,0,0,0,0,0,0,0
3,0,0,0,4,1,0,118815,1960368,0,0,0,0,0,0,0
2,0,0,0,10,1,0,103689,3296978,0,0,0,0,0,0,0
3,0,0,0,18,1,0,79831,2028796,0,0,0,0,0,0,0
8,0,0,0,18,1,0,109439,1430203,0,0,0,0,0,0,0
2,0,0,0,6,1,0,97694,1479943,0,0,0,0,0,0,0
1,0,0,0,4,1,0,48035,733220,0,0,0,0,0,0,0
2,0,0,1,238,1,70548,70660,2324781,3,1,0,1,0,0,0
7,1,0,0,54,3,72400,2376,2726839,5,2,1,1,0,0,0
3,2,2,1,113,1,23658,23661,428712,4,2,1,1,0,0,0
3,1,1,3,169,1,28298,28307,998240,4,1,0,1,0,0,0
9,3,1,0,62,1,38087,37975,803575,3,0,0,1,0,0,0
5,0,0,0,19,3,26991,26969,448492,2,0,0,1,0,0,0
4,3,1,2,142,3,16187,16194,237687,5,1,0,1,0,0,0
5,0,0,0,19,1,27740,27643,509435,2,0,0,1,0,0,0
6,1,0,0,49,2,13126,13243,326556,3,0,0,1,0,0,0
5,3,1,0,80,1,40347,40344,895458,2,1,0,1,0,0,0
3,1,1,0,90,2,35010,34911,1140487,4,1,0,1,0,0,0
1,0,0,0,25,1,60475,60377,1811964,1,0,0,1,0,0,0
6,3,0,0,50,4,8606,8633,145252,1,0,0,0,0,0,0
6,5,0,0,58,2,85878,85865,2589822,1,0,0,1,0,0,0
3,0,0,0,25,1,21374,21326,348328,1,0,0,1,0,0,0
6,0,0,0,27,1,78803,78516,1712263,1,0,0,1,0,0,0
2,1,1,3,170,1,56924,56689,1748559,1,1,0,1,0,0,0
4,3,1,0,82,2,40440,39936,962554,0,0,0,0,0,0,0
4,0,0,0,29,2,72626,72730,267974,0,0,0,0,0,0,0
3,0,0,0,20,1,131971,131492,1358465,0,0,0,0,0,0,0
6,0,0,0,21,3,165123,166642,1788059,0,0,0,0,0,0,0
6,0,0,0,20,2,56786,56692,857843,0,0,0,0,0,0,0
6,0,0,0,18,2,91532,91339,580499,0,0,0,0,0,0,0
11,0,0,0,27,2,56342,56314,1230713,0,0,0,0,0,0,0
8,0,0,0,24,2,54243,54174,1379723,0,0,0,0,0,0,0
2,0,0,0,23,3,155535,154865,2210237,0,0,0,0,0,0,0
5,0,0,0,24,4,68627,68649,1033081,0,0,0,0,0,0,0
5,0,0,0,22,2,86125,86212,1077816,0,0,0,0,0,0,0
2,0,0,0,15,2,63756,63500,405019,0,0,0,0,0,0,0
3,0,0,0,25,4,188833,187589,2396921,0,0,0,0,0,0,0
2,0,0,0,19,3,119602,118690,2718169,0,0,0,0,0,0,0
1,0,0,0,19,2,180002,179339,3039168,0,0,0,0,0,0,0
6,1,0,0,31,3,100929,99555,465217,0,0,0,0,0,0,0
9,0,0,0,30,3,186718,185969,523211,0,0,0,0,0,0,0
10,0,0,0,25,4,73064,72855,1101695,0,0,0,0,0,0,0
11,0,0,0,20,3,111883,5929,2086833,0,0,0,0,0,0,0
9,0,0,0,20,3,177812,178740,1178612,0,0,0,0,0,0,0
9,0,0,0,20,3,33161,33167,502428,0,0,0,0,0,0,0
2,0,0,0,22,1,52902,52886,1105459,0,0,0,0,0,0,0
11,0,0,0,29,1,158643,53585,2418372,0,0,0,0,0,0,0
3,0,0,0,26,1,200826,200455,1940262,0,0,0,0,0,0,0
5,0,0,0,30,1,70437,70472,716204,0,0,0,0,0,0,0
9,2,0,0,31,1,167783,168061,2052402,0,0,0,0,0,0,0
3,0,0,0,29,1,67277,67683,2104933,0,0,0,0,0,0,0
6,0,0,0,25,1,28535,28297,352698,0,0,0,0,0,0,0
2,1,0,0,58,1,60898,60767,1892090,0,0,0,0,0,0,0
1,0,0,0,29,1,127350,123,1738909,0,0,0,0,0,0,0
1,0,0,0,23,1,65054,64569,717189,0,0,0,0,0,0,0
2,0,0,0,25,2,17985,17892,271523,0,0,0,0,0,0,0
3,0,0,0,18,2,83033,82885,1047535,0,0,0,0,0,0,0
5,0,0,0,29,2,42906,42761,408566,0,0,0,0,0,0,0
7,2,0,0,31,2,77963,77885,908949,0,0,0,0,0,0,0
4,0,0,0,29,2,51131,51081,280248,0,0,0,0,0,0,0
10,2,0,0,31,2,448122,445900,1290379,0,0,0,0,0,0,0
12,0,0,0,21,2,40765,40600,688317,0,0,0,0,0,0,0
4,2,0,0,31,2,246886,245048,916079,0,0,0,0,0,0,0
10,0,0,0,21,2,13587,13588,109312,0,0,0,0,0,0,0
2,0,0,0,19,2,86008,85682,1592180,0,0,0,0,0,0,0
5,0,0,0,22,1,63913,63645,1849886,0,0,0,0,0,0,0
2,0,0,0,30,1,112470,111490,711430,0,0,0,0,0,0,0
1,1,0,0,31,1,28440,28225,313357,0,0,0,0,0,0,0
9,0,0,0,21,1,168859,168998,1859283,0,0,0,0,0,0,0
2,1,0,0,31,1,69973,69788,2091328,0,0,0,0,0,0,0
2,0,0,0,20,1,83998,83727,2861532,0,0,0,0,0,0,0
2,1,0,0,55,2,185178,184541,1477988,0,0,0,0,0,0,0
4,0,0,0,26,2,119617,120143,1926610,0,0,0,0,0,0,0
9,0,0,0,26,2,47303,47259,296873,0,0,0,0,0,0,0
10,0,0,0,26,2,139997,140156,2119072,0,0,0,0,0,0,0
8,0,0,0,26,2,89191,88847,1780053,0,0,0,0,0,0,0
8,2,0,0,53,2,92871,92582,656582,0,0,0,0,0,0,0
3,0,0,0,25,1,32333,32452,380345,0,0,0,0,0,0,0
4,0,0,0,24,1,39326,39297,802402,0,0,0,0,0,0,0
7,0,0,0,25,3,609853,495411,2163422,0,0,0,0,0,0,0
8,0,0,0,21,3,90333,90049,336829,0,0,0,0,0,0,0
4,0,0,0,19,3,100860,100454,1011698,0,0,0,0,0,0,0
9,0,0,0,21,3,104289,104299,1433817,0,0,0,0,0,0,0
2,0,0,0,19,3,33633,33622,465368,0,0,0,0,0,0,0
6,0,0,0,21,1,50069,50331,1072549,0,0,0,0,0,0,0
6,0,0,0,22,4,25072,25171,497459,0,0,0,0,0,0,0
4,0,0,0,29,3,101366,100821,1460911,0,0,0,0,0,0,0
2,0,0,0,19,1,55116,54889,799293,0,0,0,0,0,0,0
9,1,0,0,52,1,64339,64029,1975021,0,0,0,0,0,0,0
2,0,0,0,19,1,162221,161285,2022454,0,0,0,0,0,0,0
1,0,0,0,19,1,65623,65469,2268214,0,0,0,0,0,0,0
9,0,0,0,22,1,74067,73330,701533,0,0,0,0,0,0,0
7,1,0,0,50,3,49940,49808,48303,0,0,0,0,0,0,0
12,0,0,0,10,1,0,105825,1695012,0,0,0,0,0,0,1
6,2,2,0,80,1,0,73661,2815406,4,2,1,1,0,0,1
5,0,0,0,23,1,58114,58196,909044,0,0,0,0,0,0,1
2,0,0,0,9,1,0,126461,2897477,0,0,0,0,0,0,1
6,2,1,0,80,1,112127,113274,422378,1,1,0,1,0,0,1
6,5,0,0,45,3,0,162216,2491153,0,0,0,0,0,0,1
6,5,2,0,69,3,0,186417,2608882,0,0,0,0,0,0,1
6,2,2,0,69,1,0,98351,3446740,2,2,1,1,0,0,1
3,2,2,2,172,1,71753,72076,2864692,7,3,1,1,0,0,1
4,1,1,2,113,1,60783,60715,2023548,1,1,0,1,0,0,1
5,1,0,0,51,1,96617,96399,2243555,0,0,0,0,0,0,1
1,0,0,0,5,1,0,106148,2395837,0,0,0,0,0,0,1
7,3,1,0,84,1,29723,29604,857097,1,1,0,1,0,0,1
5,1,1,0,73,1,0,135875,4587107,1,1,0,1,0,0,1
7,5,1,0,66,1,0,110384,2076910,0,0,0,0,0,0,1
5,0,0,0,12,1,0,174868,3854918,0,0,0,0,0,0,1
3,2,2,2,109,2,0,102135,1854179,0,0,0,0,0,0,1
2,1,1,0,79,2,96422,96087,3363843,1,1,0,1,0,0,1
7,1,0,0,38,1,0,198390,3645145,0,0,0,0,0,0,1
4,3,2,1,106,1,150846,150994,568809,1,1,0,1,0,0,1
1,0,0,0,5,1,0,113514,3378807,0,0,0,0,0,0,1
3,1,1,0,88,1,77015,76895,2570580,1,1,0,1,0,0,1
8,1,1,0,70,1,0,70658,797821,1,1,0,1,0,0,1
7,1,0,0,47,1,29250,29438,212497,1,0,0,1,0,0,1
2,10,0,0,37,1,0,94957,2074095,0,0,0,0,0,0,1
3,2,2,4,260,2,38393,38745,1284670,1,1,0,1,0,0,1
7,0,0,0,14,1,0,152577,2387068,0,0,0,0,0,0,1
5,2,2,1,114,2,42346,42133,620479,4,3,1,1,0,0,1
4,1,1,0,81,1,84498,84835,3127229,1,1,0,1,0,0,1
5,1,1,0,76,2,0,92620,3199921,1,1,0,1,0,0,1
5,2,2,0,87,3,12071,12113,67564,5,2,1,1,0,0,1
1,0,0,0,17,1,0,73864,2957133,0,0,0,0,0,0,1
5,1,1,0,79,1,44307,44244,1494133,1,1,0,1,0,0,1
5,3,1,0,74,2,0,80625,152808,0,0,0,0,0,0,1
2,2,2,4,205,2,54125,53996,2266088,8,2,1,1,0,0,1
8,0,0,0,19,2,0,43120,471556,0,0,0,0,0,0,1
8,1,1,0,84,1,75510,75538,2188082,1,1,0,1,0,0,1
6,4,0,0,37,1,0,171980,1876027,0,0,0,0,0,0,1
3,2,2,1,116,1,60738,60532,2378455,4,2,1,1,0,0,1
5,5,2,0,66,1,0,67739,250074,0,0,0,0,0,0,1
1,0,0,0,10,2,0,91163,2587141,0,0,0,0,0,0,1
3,2,2,3,203,1,57276,57598,2094447,6,3,1,1,0,0,1
6,3,3,0,77,2,0,48135,136729,1,1,0,1,0,0,1
3,2,3,0,80,1,45230,45321,1862488,10,3,1,1,0,0,1
6,2,2,0,71,2,0,53471,2041332,4,2,1,1,0,0,1
2,1,1,6,267,1,60292,60524,2299384,4,1,0,1,0,0,1
7,1,0,0,36,1,0,102894,886443,0,0,0,0,0,0,1
2,1,3,3,141,1,87541,87473,2675690,2,2,1,1,0,0,1
5,2,0,0,46,1,0,76861,2399046,0,0,0,0,0,0,1
4,2,3,0,89,1,48020,48022,1552153,2,2,1,1,0,0,1
12,0,0,0,13,1,0,232056,5221418,0,0,0,0,0,0,1
3,2,2,2,115,2,94623,94408,3535318,3,2,1,1,0,0,1
1,0,0,0,4,1,0,103565,2921915,0,0,0,0,0,0,1
3,1,1,3,174,1,42559,42426,1441138,3,1,0,1,0,0,1
5,0,0,0,29,4,55267,54781,1285867,1,0,0,1,0,0,1
3,1,1,0,77,2,48281,48071,1277353,4,1,0,1,0,0,1
8,2,0,0,46,2,0,116030,1390134,0,0,0,0,0,0,1
6,3,2,1,111,2,44538,44286,1152461,2,1,0,1,0,0,1
11,2,0,0,41,2,0,160990,1519863,0,0,0,0,0,0,1
3,1,1,2,147,1,25204,25164,948839,4,1,0,1,0,0,1
9,3,0,0,49,1,0,58776,650023,0,0,0,0,0,0,1
2,1,2,2,142,1,80384,80058,2953470,3,2,1,1,0,0,1
2,2,2,0,85,2,80711,80444,2800698,2,2,1,1,0,0,1
1,0,0,0,16,1,0,322052,2518662,0,0,0,0,0,0,1
4,3,2,0,84,2,40202,40148,890162,4,2,1,1,0,0,1
4,2,2,3,145,1,41945,42102,1609004,5,2,1,1,0,0,1
9,2,0,0,49,1,74051,73686,718960,2,0,0,1,0,0,1
6,2,2,0,81,1,79071,79417,2812774,2,2,1,1,0,0,1
4,4,4,0,70,1,0,18642,289869,1,1,0,1,0,0,1
3,2,2,0,90,2,77929,77212,507038,4,2,1,1,0,0,1
2,2,2,4,205,1,63760,63603,2541538,5,2,1,1,0,0,1
4,1,1,0,79,1,25892,25782,638980,4,1,0,1,0,0,1
3,3,3,1,102,3,0,21791,1013629,13,3,1,1,0,0,1
3,1,1,1,201,2,49527,49423,1869883,4,2,1,1,0,0,1
9,3,0,0,48,3,41457,41441,1227929,4,0,0,1,0,0,1
3,2,2,2,136,2,90707,90409,3587924,4,2,1,1,0,0,1
3,1,1,0,77,2,36772,36637,1251836,3,1,0,1,0,0,1
4,2,1,3,179,1,37216,37296,1341765,2,2,1,1,0,0,1
6,3,1,0,77,1,0,194558,758220,0,0,0,0,0,0,1
4,2,2,0,79,1,41405,41257,1564820,4,2,1,1,0,0,1
3,3,2,2,148,2,17287,17287,692625,5,2,1,1,0,0,1
5,4,2,0,69,1,0,68383,2388456,2,2,1,1,0,0,1
6,0,0,0,25,1,145375,145668,2989870,0,0,0,0,0,0,1
4,3,3,1,114,1,27545,27780,997566,4,2,1,1,0,0,1
3,2,1,4,204,1,75971,75731,2858319,5,2,1,1,0,0,1
5,1,1,1,114,1,60558,60776,2117065,3,1,0,1,0,0,1
5,3,2,0,82,1,79869,79718,2717091,2,2,1,1,0,0,1
3,2,2,1,111,1,94394,94099,3766927,6,2,1,1,0,0,1
3,1,1,0,80,3,35894,35732,758721,2,1,0,1,0,0,1
7,2,0,0,52,1,17682,17717,298476,5,0,0,1,0,0,1
8,2,1,0,68,2,0,24876,791320,1,1,0,1,0,0,1
2,2,2,4,172,1,25667,25646,992764,5,2,1,1,0,0,1
5,3,1,0,79,1,95949,94969,450077,2,2,1,1,0,0,1
4,3,1,0,84,1,30662,31255,1093078,3,1,0,1,0,0,1
5,2,1,0,83,1,37984,37962,36861,1,1,0,1,0,0,1
5,2,1,0,87,2,48119,48074,1752057,3,2,1,1,0,0,1
3,1,0,0,38,2,0,281145,2740366,1,1,0,1,0,0,1
3,3,1,2,145,1,36662,36649,1377917,4,3,1,1,0,0,1
5,2,1,0,78,1,46684,46554,1493003,3,0,0,1,0,0,1
7,1,0,0,55,1,111190,110044,2003716,0,0,0,0,0,0,1
1,0,0,0,12,1,0,333913,2091162,0,0,0,0,0,0,1
7,4,0,0,47,1,0,66819,1031085,1,0,0,1,0,0,1
3,2,2,1,111,1,96789,96462,3909628,6,2,1,1,0,0,1
3,1,1,2,142,2,39566,3553,113883,2,1,0,1,0,0,1
12,0,0,0,26,1,143401,142890,2534076,0,0,0,0,0,0,1
1,0,0,0,12,1,0,635720,125437,0,0,0,0,0,0,1
5,2,2,2,127,1,0,48961,1814345,3,2,1,1,0,0,1
2,1,1,0,76,1,0,54120,1889322,1,1,0,1,0,0,1
2,2,2,3,180,1,44173,44092,1601460,2,2,1,1,0,0,1
1,0,0,0,24,1,141424,141806,2445941,0,0,0,0,0,0,1
6,3,2,0,70,3,0,51546,1943645,5,3,1,1,0,0,1
3,2,3,2,136,2,0,90982,3055608,5,3,1,1,0,0,1
5,2,2,0,76,3,0,27149,999866,4,2,1,1,0,0,1
9,2,0,0,52,2,53299,52567,915695,0,0,0,0,0,0,1
3,2,2,4,199,2,0,74407,2837273,4,2,1,1,0,0,1
4,1,1,2,142,1,45591,45545,1601229,3,1,0,1,0,0,1
6,1,1,0,82,3,135044,134760,2468553,1,1,0,1,0,0,1
5,1,0,0,52,1,44326,44300,1369463,4,0,0,1,0,0,1
3,2,2,3,129,1,0,21858,216038,4,3,1,1,0,0,1
3,2,1,0,70,1,0,67686,2485085,4,2,1,1,0,0,1
3,2,3,2,132,2,0,75554,2955742,5,3,1,1,0,0,1
3,2,3,2,136,2,0,39013,1512506,5,3,1,1,0,0,1
3,2,2,2,136,1,0,85122,3041571,2,2,1,1,0,0,1
5,3,3,0,78,1,0,11239,348900,2,0,0,1,0,0,1
3,2,3,1,104,1,0,20003,793868,5,3,1,1,0,0,1
5,2,2,0,78,1,0,80265,2799840,2,2,1,1,0,0,1
5,3,2,0,70,2,0,55414,1987230,5,2,1,1,0,0,1
6,0,0,0,22,1,61024,61508,173078,0,0,0,0,0,0,1
3,4,3,0,81,1,0,85462,3077643,3,3,1,1,0,0,1
6,2,2,1,97,2,0,83652,3007536,2,2,1,1,0,0,1
4,2,2,2,137,2,0,53828,1758114,2,2,1,1,0,0,1
4,1,1,2,228,2,0,52476,2017389,4,2,1,1,0,0,1
3,4,3,0,74,2,0,83717,3177679,5,3,1,1,0,0,1
4,3,3,0,79,1,0,48833,1799724,3,3,1,1,0,0,1
4,2,2,0,70,1,0,70882,2622062,3,3,1,1,0,0,1
4,2,2,3,131,2,0,7340,34717,5,2,1,1,0,0,1
4,3,2,0,79,1,31299,31769,1131734,4,2,1,1,0,0,1
1,0,0,1,134,1,0,24731,780289,4,1,0,1,0,0,1
4,3,1,0,86,2,74938,74865,2725418,3,3,1,1,0,0,1
5,3,2,0,78,3,0,67365,2752204,7,2,1,1,0,0,1
5,3,2,1,100,1,0,78413,2846936,2,2,1,1,0,0,1
7,2,1,0,65,2,0,11928,251250,3,1,0,1,0,0,1
4,3,2,1,109,2,0,33571,1132447,6,2,1,1,0,0,1
3,3,3,1,101,2,0,89392,3479495,4,3,1,1,0,0,1
3,3,3,1,100,2,0,36276,1463610,7,2,1,1,0,0,1
4,4,2,0,78,3,0,21245,212299,6,2,1,1,0,0,1
1,0,0,0,9,1,0,75214,1319709,0,0,0,0,0,0,1
5,4,2,0,71,2,0,27855,932690,2,1,0,1,0,0,1
6,5,0,0,37,1,0,72245,2308260,1,1,0,1,0,0,1
7,0,0,3,164,1,0,34802,1165166,2,1,0,1,0,0,1
7,1,0,0,56,2,165232,161816,1142827,0,0,0,0,0,0,1
